α=1.00%, θ*=1.20, TPR=0.0071, FPR=0.0064, PPV=0.5283, Advantage=0.0008
α=84.00%, θ*=2.45, TPR=0.7450, FPR=0.8047, PPV=0.4807, Advantage=-0.0597
α=85.00%, θ*=2.45, TPR=0.7450, FPR=0.8047, PPV=0.4807, Advantage=-0.0597
α=86.00%, θ*=2.45, TPR=0.7450, FPR=0.8047, PPV=0.4807, Advantage=-0.0597
α=87.00%, θ*=2.45, TPR=0.7450, FPR=0.8047, PPV=0.4807, Advantage=-0.0597
α=88.00%, θ*=2.50, TPR=0.7740, FPR=0.8790, PPV=0.4682, Advantage=-0.1050
α=89.00%, θ*=2.50, TPR=0.7740, FPR=0.8790, PPV=0.4682, Advantage=-0.1050
α=90.00%, θ*=2.50, TPR=0.7740, FPR=0.8790, PPV=0.4682, Advantage=-0.1050
α=91.00%, θ*=2.55, TPR=0.8057, FPR=0.9023, PPV=0.4717, Advantage=-0.0966
α=92.00%, θ*=2.60, TPR=0.8308, FPR=0.9193, PPV=0.4747, Advantage=-0.0885
α=93.00%, θ*=2.65, TPR=0.8542, FPR=0.9299, PPV=0.4788, Advantage=-0.0758
α=94.00%, θ*=2.70, TPR=0.8743, FPR=0.9384, PPV=0.4823, Advantage=-0.0641
α=95.00%, θ*=2.85, TPR=0.9346, FPR=0.9490, PPV=0.4962, Advantage=-0.0145
α=96.00%, θ*=2.85, TPR=0.9346, FPR=0.9490, PPV=0.4962, Advantage=-0.0145
α=97.00%, θ*=2.95, TPR=0.9673, FPR=0.9682, PPV=0.4998, Advantage=-0.0009
α=98.00%, θ*=3.15, TPR=0.9889, FPR=0.9788, PPV=0.5026, Advantage=0.0102
α=99.00%, θ*=3.20, TPR=0.9916, FPR=0.9851, PPV=0.5016, Advantage=0.0065
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
