α=1.00%, θ*=1.00, TPR=0.0259, FPR=0.0046, PPV=0.8499, Advantage=0.0213
α=73.00%, θ*=2.20, TPR=0.7407, FPR=0.7237, PPV=0.5058, Advantage=0.0169
α=74.00%, θ*=2.20, TPR=0.7407, FPR=0.7237, PPV=0.5058, Advantage=0.0169
α=75.00%, θ*=2.20, TPR=0.7407, FPR=0.7237, PPV=0.5058, Advantage=0.0169
α=76.00%, θ*=2.20, TPR=0.7407, FPR=0.7237, PPV=0.5058, Advantage=0.0169
α=77.00%, θ*=2.25, TPR=0.7814, FPR=0.7648, PPV=0.5054, Advantage=0.0166
α=78.00%, θ*=2.25, TPR=0.7814, FPR=0.7648, PPV=0.5054, Advantage=0.0166
α=79.00%, θ*=2.25, TPR=0.7814, FPR=0.7648, PPV=0.5054, Advantage=0.0166
α=80.00%, θ*=2.25, TPR=0.7814, FPR=0.7648, PPV=0.5054, Advantage=0.0166
α=81.00%, θ*=2.30, TPR=0.8129, FPR=0.8059, PPV=0.5021, Advantage=0.0069
α=82.00%, θ*=2.30, TPR=0.8129, FPR=0.8059, PPV=0.5021, Advantage=0.0069
α=83.00%, θ*=2.30, TPR=0.8129, FPR=0.8059, PPV=0.5021, Advantage=0.0069
α=84.00%, θ*=2.30, TPR=0.8129, FPR=0.8059, PPV=0.5021, Advantage=0.0069
α=85.00%, θ*=2.35, TPR=0.8412, FPR=0.8447, PPV=0.4989, Advantage=-0.0036
α=86.00%, θ*=2.40, TPR=0.8707, FPR=0.8562, PPV=0.5042, Advantage=0.0145
α=87.00%, θ*=2.40, TPR=0.8707, FPR=0.8562, PPV=0.5042, Advantage=0.0145
α=88.00%, θ*=2.40, TPR=0.8707, FPR=0.8562, PPV=0.5042, Advantage=0.0145
α=89.00%, θ*=2.50, TPR=0.9049, FPR=0.8881, PPV=0.5047, Advantage=0.0167
α=90.00%, θ*=2.65, TPR=0.9497, FPR=0.8973, PPV=0.5142, Advantage=0.0525
α=91.00%, θ*=2.70, TPR=0.9624, FPR=0.9087, PPV=0.5144, Advantage=0.0538
α=92.00%, θ*=2.70, TPR=0.9624, FPR=0.9087, PPV=0.5144, Advantage=0.0538
α=93.00%, θ*=2.75, TPR=0.9683, FPR=0.9224, PPV=0.5121, Advantage=0.0459
α=94.00%, θ*=2.75, TPR=0.9683, FPR=0.9224, PPV=0.5121, Advantage=0.0459
α=95.00%, θ*=2.80, TPR=0.9771, FPR=0.9498, PPV=0.5071, Advantage=0.0273
α=96.00%, θ*=2.80, TPR=0.9771, FPR=0.9498, PPV=0.5071, Advantage=0.0273
α=97.00%, θ*=2.90, TPR=0.9851, FPR=0.9635, PPV=0.5056, Advantage=0.0216
α=98.00%, θ*=2.95, TPR=0.9861, FPR=0.9795, PPV=0.5017, Advantage=0.0066
α=99.00%, θ*=3.15, TPR=0.9963, FPR=0.9863, PPV=0.5025, Advantage=0.0100
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
