α=1.00%, θ*=1.30, TPR=0.0148, FPR=0.0085, PPV=0.6347, Advantage=0.0063
α=86.00%, θ*=2.45, TPR=0.7873, FPR=0.8514, PPV=0.4804, Advantage=-0.0641
α=87.00%, θ*=2.45, TPR=0.7873, FPR=0.8514, PPV=0.4804, Advantage=-0.0641
α=88.00%, θ*=2.45, TPR=0.7873, FPR=0.8514, PPV=0.4804, Advantage=-0.0641
α=89.00%, θ*=2.50, TPR=0.8227, FPR=0.8896, PPV=0.4805, Advantage=-0.0669
α=90.00%, θ*=2.50, TPR=0.8227, FPR=0.8896, PPV=0.4805, Advantage=-0.0669
α=91.00%, θ*=2.50, TPR=0.8227, FPR=0.8896, PPV=0.4805, Advantage=-0.0669
α=92.00%, θ*=2.55, TPR=0.8571, FPR=0.9130, PPV=0.4842, Advantage=-0.0558
α=93.00%, θ*=2.55, TPR=0.8571, FPR=0.9130, PPV=0.4842, Advantage=-0.0558
α=94.00%, θ*=2.60, TPR=0.8864, FPR=0.9342, PPV=0.4869, Advantage=-0.0478
α=95.00%, θ*=2.65, TPR=0.9031, FPR=0.9406, PPV=0.4898, Advantage=-0.0375
α=96.00%, θ*=2.70, TPR=0.9134, FPR=0.9554, PPV=0.4888, Advantage=-0.0420
α=97.00%, θ*=2.75, TPR=0.9329, FPR=0.9639, PPV=0.4918, Advantage=-0.0310
α=98.00%, θ*=3.25, TPR=0.9914, FPR=0.9788, PPV=0.5032, Advantage=0.0126
α=99.00%, θ*=3.30, TPR=0.9924, FPR=0.9809, PPV=0.5029, Advantage=0.0115
α=100.00%, θ*=4.70, TPR=1.0000, FPR=1.0000, PPV=0.5000, Advantage=0.0000
